"Date","Price","Open","High","Low","Vol.","Change %"
"19-07-2017","31,955.35","31,882.80","31,978.89","31,793.72","11.73M","0.77%"
"18-07-2017","31,710.99","31,775.54","31,911.61","31,626.44","22.31M","-1.13%"
"17-07-2017","32,074.78","32,053.98","32,131.92","32,037.21","10.64M","0.17%"
"14-07-2017","32,020.75","32,099.93","32,109.75","31,897.87","7.40M","-0.05%"
"13-07-2017","32,037.38","31,896.23","32,091.52","31,892.63","10.84M","0.73%"
"12-07-2017","31,804.82","31,813.24","31,865.69","31,731.43","8.65M","0.18%"
"11-07-2017","31,747.09","31,789.50","31,885.11","31,718.48","9.41M","0.10%"
"10-07-2017","31,715.64","31,510.62","31,768.39","31,471.41","39.12M","1.13%"
"07-07-2017","31,360.63","31,373.52","31,426.29","31,286.62","6.42M","-0.03%"
"06-07-2017","31,369.34","31,298.42","31,460.70","31,264.86","10.35M","0.40%"
"05-07-2017","31,245.56","31,272.72","31,284.64","31,177.78","6.65M","0.11%"
"04-07-2017","31,209.79","31,331.21","31,353.46","31,166.37","9.02M","-0.04%"
"03-07-2017","31,221.62","31,156.04","31,258.33","31,017.11","8.27M","0.97%"
"30-06-2017","30,921.61","30,824.97","30,965.45","30,680.66","9.47M","0.21%"
"29-06-2017","30,857.52","30,910.97","31,097.92","30,794.61","12.70M","0.08%"
"28-06-2017","30,834.32","30,988.87","31,000.48","30,798.70","10.24M","-0.40%"
"27-06-2017","30,958.25","31,194.68","31,294.96","30,847.08","15.80M","-0.58%"
"23-06-2017","31,138.21","31,352.57","31,365.39","31,110.39","92.47M","-0.49%"
"22-06-2017","31,290.74","31,351.53","31,522.87","31,255.63","10.47M","0.02%"
"21-06-2017","31,283.64","31,302.18","31,336.44","31,193.61","36.84M","-0.04%"
"20-06-2017","31,297.53","31,392.53","31,392.53","31,261.49","8.25M","-0.04%"
"19-06-2017","31,311.57","31,168.98","31,362.15","31,163.35","7.66M","0.82%"
"16-06-2017","31,056.40","31,160.47","31,182.73","31,017.18","13.65M","-0.06%"
"15-06-2017","31,075.73","31,222.89","31,229.44","31,026.48","13.06M","-0.26%"
"14-06-2017","31,155.91","31,147.69","31,190.36","31,054.94","13.11M","0.17%"
"13-06-2017","31,103.49","31,091.10","31,260.77","31,062.34","13.72M","0.03%"
"12-06-2017","31,095.70","31,225.43","31,225.43","31,044.28","6.95M","-0.53%"
"09-06-2017","31,262.06","31,196.86","31,289.99","31,087.28","10.08M","0.16%"
"08-06-2017","31,213.36","31,316.91","31,354.51","31,193.77","14.43M","-0.19%"
"07-06-2017","31,271.28","31,252.71","31,346.99","31,172.98","9.83M","0.26%"
"06-06-2017","31,190.56","31,420.85","31,430.32","31,172.55","14.00M","-0.38%"
"05-06-2017","31,309.49","31,274.74","31,355.42","31,198.22","9.31M","0.12%"
"02-06-2017","31,273.29","31,205.37","31,332.56","31,190.40","8.76M","0.44%"
"01-06-2017","31,137.59","31,117.09","31,213.12","31,062.02","8.61M","-0.03%"
"31-05-2017","31,145.80","31,222.51","31,255.28","31,107.48","13.44M","-0.04%"
"30-05-2017","31,159.40","31,111.73","31,220.38","31,064.04","9.93M","0.16%"
"29-05-2017","31,109.28","30,944.38","31,214.39","30,869.90","15.36M","0.26%"
"26-05-2017","31,028.21","30,765.77","31,074.07","30,745.57","15.14M","0.90%"
"25-05-2017","30,750.03","30,374.81","30,793.43","30,352.26","10.30M","1.48%"
